CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
140,2,high school,female,Iraq,reunite with family,janitor,none,no plans to look for work,once w/o authorization,used interpreter,1,0,2,6,8
140,3,8th grade,female,Sudan,escape persecution,waiter,3-5 years,will look for work,many times as tourist,broken English,1,0,1,6,8
140,3,high school,female,France,reunite with family,construction worker,3-5 years,interviews with employer,never,tried English but unable,0,0,2,6,8
140,4,high school,male,Poland,reunite with family,waiter,5+ years,no plans to look for work,once as tourist,fluent English,1,0,1,6,8
140,4,no formal,male,Iraq,seek better job,teacher,5+ years,no plans to look for work,once as tourist,used interpreter,0,0,2,6,8
140,5,high school,male,Philippines,seek better job,janitor,none,contract with employer,never,fluent English,0,0,1,6,8
140,5,college degree,male,Philippines,reunite with family,computer programmer,1-2 years,interviews with employer,never,used interpreter,1,0,2,6,8
141,1,high school,female,Iraq,escape persecution,nurse,1-2 years,interviews with employer,six months with family,broken English,0,43.333332,1,5,2
141,1,8th grade,male,Philippines,seek better job,gardener,5+ years,will look for work,once w/o authorization,fluent English,1,43.333332,2,5,2
141,2,no formal,female,France,seek better job,gardener,1-2 years,interviews with employer,once w/o authorization,broken English,0,43.333332,1,5,2
141,2,college degree,female,Germany,reunite with family,doctor,3-5 years,interviews with employer,many times as tourist,fluent English,1,43.333332,2,5,2
141,3,8th grade,female,France,reunite with family,waiter,none,no plans to look for work,once w/o authorization,fluent English,0,43.333332,1,5,2
141,3,graduate degree,female,India,seek better job,nurse,none,no plans to look for work,many times as tourist,broken English,1,43.333332,2,5,2
141,4,high school,female,China,escape persecution,gardener,3-5 years,will look for work,once as tourist,fluent English,0,43.333332,1,5,2
141,4,college degree,female,France,reunite with family,financial analyst,3-5 years,contract with employer,once as tourist,broken English,1,43.333332,2,5,2
141,5,two-year college,female,Iraq,seek better job,gardener,3-5 years,contract with employer,six months with family,tried English but unable,1,43.333332,1,5,2
141,5,high school,female,Poland,reunite with family,janitor,none,interviews with employer,never,fluent English,0,43.333332,2,5,2
142,1,high school,female,France,seek better job,construction worker,3-5 years,no plans to look for work,once as tourist,tried English but unable,0,16.666664,1,5,3
142,1,no formal,female,Poland,reunite with family,construction worker,5+ years,contract with employer,once as tourist,used interpreter,1,16.666664,2,5,3
142,2,8th grade,male,Somalia,seek better job,teacher,5+ years,will look for work,never,tried English but unable,1,16.666664,1,5,3
142,2,two-year college,female,France,reunite with family,janitor,1-2 years,contract with employer,once w/o authorization,broken English,0,16.666664,2,5,3
142,3,8th grade,female,China,seek better job,construction worker,3-5 years,will look for work,six months with family,used interpreter,0,16.666664,1,5,3
142,3,two-year college,male,India,reunite with family,doctor,3-5 years,interviews with employer,many times as tourist,fluent English,1,16.666664,2,5,3
142,4,8th grade,male,Somalia,seek better job,construction worker,1-2 years,interviews with employer,never,tried English but unable,0,16.666664,1,5,3
142,4,two-year college,female,Mexico,reunite with family,computer programmer,3-5 years,contract with employer,once as tourist,used interpreter,1,16.666664,2,5,3
142,5,college degree,female,India,reunite with family,computer programmer,1-2 years,contract with employer,six months with family,fluent English,1,16.666664,1,5,3
142,5,graduate degree,male,India,reunite with family,janitor,3-5 years,interviews with employer,once w/o authorization,fluent English,0,16.666664,2,5,3
143,1,high school,female,Iraq,escape persecution,gardener,1-2 years,contract with employer,many times as tourist,tried English but unable,1,0,1,1,8
143,1,two-year college,female,Philippines,reunite with family,child care provider,3-5 years,contract with employer,once as tourist,fluent English,0,0,2,1,8
143,2,college degree,male,Sudan,escape persecution,doctor,none,will look for work,never,broken English,1,0,1,1,8
143,2,no formal,female,Somalia,seek better job,gardener,1-2 years,will look for work,once w/o authorization,used interpreter,0,0,2,1,8
143,3,4th grade,female,China,escape persecution,construction worker,3-5 years,contract with employer,many times as tourist,used interpreter,1,0,1,1,8
143,3,high school,female,Sudan,seek better job,construction worker,3-5 years,contract with employer,six months with family,used interpreter,0,0,2,1,8
143,4,college degree,male,China,reunite with family,gardener,5+ years,interviews with employer,six months with family,fluent English,1,0,1,1,8
143,4,two-year college,female,France,seek better job,construction worker,none,no plans to look for work,many times as tourist,fluent English,0,0,2,1,8
143,5,4th grade,female,Mexico,seek better job,gardener,1-2 years,contract with employer,never,fluent English,0,0,1,1,8
143,5,two-year college,male,Somalia,escape persecution,teacher,1-2 years,will look for work,once as tourist,tried English but unable,1,0,2,1,8
144,1,high school,male,France,reunite with family,construction worker,1-2 years,no plans to look for work,six months with family,used interpreter,0,0,1,5,9
144,1,two-year college,female,India,seek better job,child care provider,none,interviews with employer,many times as tourist,fluent English,1,0,2,5,9
144,2,4th grade,male,Germany,seek better job,construction worker,1-2 years,will look for work,never,tried English but unable,1,0,1,5,9
144,2,no formal,female,India,seek better job,janitor,none,no plans to look for work,many times as tourist,fluent English,0,0,2,5,9
144,3,two-year college,female,Iraq,escape persecution,gardener,1-2 years,interviews with employer,once as tourist,fluent English,1,0,1,5,9
144,3,high school,male,Philippines,reunite with family,nurse,none,will look for work,once as tourist,used interpreter,0,0,2,5,9
144,4,no formal,female,Philippines,reunite with family,teacher,5+ years,interviews with employer,many times as tourist,used interpreter,1,0,1,5,9
144,4,no formal,male,India,reunite with family,janitor,none,contract with employer,once as tourist,broken English,0,0,2,5,9
144,5,no formal,female,France,seek better job,child care provider,none,no plans to look for work,never,tried English but unable,0,0,1,5,9
144,5,two-year college,male,Philippines,reunite with family,doctor,3-5 years,will look for work,once as tourist,tried English but unable,1,0,2,5,9
145,1,8th grade,male,Iraq,reunite with family,janitor,none,interviews with employer,never,tried English but unable,0,10,1,8,6
145,1,graduate degree,female,France,reunite with family,gardener,5+ years,interviews with employer,once w/o authorization,tried English but unable,1,10,2,8,6
145,2,8th grade,female,Somalia,reunite with family,child care provider,3-5 years,no plans to look for work,once w/o authorization,fluent English,0,10,1,8,6
145,2,4th grade,female,Mexico,reunite with family,janitor,none,interviews with employer,once as tourist,broken English,1,10,2,8,6
145,3,college degree,female,Somalia,escape persecution,construction worker,5+ years,no plans to look for work,never,tried English but unable,1,10,1,8,6
145,3,no formal,male,China,escape persecution,teacher,3-5 years,no plans to look for work,six months with family,tried English but unable,0,10,2,8,6
145,4,8th grade,male,Mexico,reunite with family,child care provider,5+ years,contract with employer,never,tried English but unable,0,10,1,8,6
145,4,college degree,male,India,reunite with family,financial analyst,none,no plans to look for work,many times as tourist,used interpreter,1,10,2,8,6
145,5,4th grade,female,Poland,reunite with family,janitor,3-5 years,interviews with employer,once as tourist,tried English but unable,1,10,1,8,6
145,5,4th grade,female,Germany,seek better job,nurse,none,will look for work,never,broken English,0,10,2,8,6
146,1,college degree,female,India,reunite with family,janitor,5+ years,contract with employer,many times as tourist,used interpreter,1,16.666668,1,8,3
146,1,8th grade,male,China,escape persecution,construction worker,1-2 years,no plans to look for work,six months with family,used interpreter,0,16.666668,2,8,3
146,2,8th grade,male,Somalia,reunite with family,teacher,none,no plans to look for work,never,used interpreter,0,16.666668,1,8,3
146,2,high school,male,Germany,reunite with family,waiter,3-5 years,interviews with employer,once w/o authorization,fluent English,1,16.666668,2,8,3
146,3,no formal,female,Poland,reunite with family,janitor,none,no plans to look for work,once w/o authorization,broken English,1,16.666668,1,8,3
146,3,4th grade,male,Poland,reunite with family,teacher,5+ years,interviews with employer,once as tourist,broken English,0,16.666668,2,8,3
146,4,8th grade,male,Iraq,reunite with family,child care provider,5+ years,interviews with employer,six months with family,fluent English,1,16.666668,1,8,3
146,4,4th grade,male,Iraq,seek better job,child care provider,5+ years,no plans to look for work,once as tourist,tried English but unable,0,16.666668,2,8,3
146,5,two-year college,male,France,reunite with family,computer programmer,3-5 years,contract with employer,never,fluent English,1,16.666668,1,8,3
146,5,4th grade,male,India,reunite with family,waiter,none,contract with employer,six months with family,tried English but unable,0,16.666668,2,8,3
147,1,high school,female,Sudan,escape persecution,construction worker,5+ years,no plans to look for work,once as tourist,tried English but unable,0,0,1,6,5
147,1,college degree,female,Iraq,escape persecution,research scientist,1-2 years,interviews with employer,six months with family,broken English,1,0,2,6,5
147,2,8th grade,male,Iraq,reunite with family,waiter,none,contract with employer,once as tourist,fluent English,0,0,1,6,5
147,2,graduate degree,female,Mexico,seek better job,construction worker,1-2 years,interviews with employer,six months with family,tried English but unable,1,0,2,6,5
147,3,college degree,male,Iraq,seek better job,teacher,none,interviews with employer,many times as tourist,broken English,1,0,1,6,5
147,3,no formal,male,Philippines,reunite with family,child care provider,3-5 years,interviews with employer,many times as tourist,used interpreter,0,0,2,6,5
147,4,no formal,female,India,reunite with family,child care provider,3-5 years,will look for work,six months with family,broken English,0,0,1,6,5
147,4,two-year college,female,China,escape persecution,research scientist,3-5 years,will look for work,many times as tourist,tried English but unable,1,0,2,6,5
147,5,4th grade,female,Mexico,seek better job,waiter,1-2 years,will look for work,many times as tourist,fluent English,1,0,1,6,5
147,5,high school,male,Poland,reunite with family,waiter,3-5 years,will look for work,once w/o authorization,tried English but unable,0,0,2,6,5
