statesabbrev,dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf
IL,-0.14319859445095062,-0.08671350032091141,-0.036519698798656464,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.560000000000002,179.2779,0.8859999775886536
IN,-0.14697539806365967,-0.19214239716529846,-0.18457560241222382,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8760999999999999,23.8176,0.8859999775886536
DE,-0.18700000643730164,-0.22958029806613922,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3202,76.0161,0.843999981880188
ND,0.0430000014603138,0.024057500064373016,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.18130000000002,108.9336,0.843999981880188
AK,-0.30790001153945923,-0.31172680854797363,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.098,137.8269,0.843999981880188
MT,-0.02669999934732914,-0.1642199009656906,0,2002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.7939,94.9631,0.843999981880188
WY,-0.2004999965429306,-0.12562580406665802,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9154,62.543499999999995,0.843999981880188
SD,-0.24690000712871552,-0.03967930004000664,0,2002,0,0,0,0,0,1,0,1,1,0,0,0,0,0,151.1189,131.4087,0.843999981880188
TX,0.08410000056028366,0.1274999976158142,0.016998600214719772,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.31810000000002,22.5579,0.8080000281333923
CO,-0.07519999891519547,-0.06120000034570694,-0.03825189918279648,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.96509999999999,112.3854,0.8080000281333923
KS,-0.10949999839067459,-0.19699999690055847,-0.07476229965686798,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.4064,0.8080000281333923
TX,-0.2379000037908554,-0.5,-0.20960910618305206,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.4244,0.8080000281333923
NY,-0.1915999948978424,0.07859999686479568,0.08274099975824356,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,105.5977,101.7193,0.8080000281333923
LA,-0.5,-0.5,-0.04017790034413338,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147.7133,0.8080000281333923
CA,-0.5,-0.15219999849796295,-0.03525789827108383,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4112,67.4238,0.8080000281333923
FL,-0.5,-0.5,-0.11928260326385498,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.2368,0.8080000281333923
IL,-0.08810000121593475,-0.06369999796152115,0.04074990004301071,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4916,97.67949999999999,0.8080000281333923
TN,0.3066999912261963,0.5,0.25467950105667114,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59.108799999999995,0,0.8080000281333923
PA,-0.20329999923706055,-0.23270000517368317,-0.13281719386577606,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.6209000000000002,36.0952,0.8080000281333923
FL,-0.5,-0.5,0.04640809819102287,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.6372,0.8080000281333923
TX,0.5,0.19359999895095825,0.09538129717111588,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.653,3.0621,0.8080000281333923
NJ,-0.15700000524520874,-0.18240000307559967,-0.036214400082826614,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.003100000000001,100.51480000000001,0.8080000281333923
MI,-0.08910000324249268,-0.13130000233650208,-0.02915870025753975,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3753,15.2467,0.8080000281333923
MO,-0.13699999451637268,-0.2054000049829483,-0.10216719657182693,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,79.47999999999999,0.8080000281333923
SC,0.23770000040531158,0.23409999907016754,0.13727180659770966,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9439,3.9945,0.8080000281333923
MO,0.22579999268054962,-0.020899999886751175,-0.043626200407743454,2000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,81.106,111.5338,0.8080000281333923
WA,-0.09960000216960907,-0.0957999974489212,-0.07963480055332184,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1225,174.9203,0.8080000281333923
CA,-0.11100000143051147,-0.15729999542236328,-0.08237539976835251,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2674,30.0724,0.8080000281333923
NY,-0.22859999537467957,-0.2734000086784363,-0.05522109940648079,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,85.1505,0.8080000281333923
CA,0.3125,0.375900000333786,0.2950456142425537,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.647,0,0.8080000281333923
IN,0.08100000023841858,0.020899999886751175,-0.06947299838066101,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.42060000000001,110.9616,0.8080000281333923
CA,-0.09560000151395798,-0.5,-0.041164498776197433,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.1029,0.8080000281333923
NY,-0.14949999749660492,-0.12890000641345978,0.02355640009045601,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4199,98.0892,0.8080000281333923
WA,0.03009999915957451,0.06120000034570694,0.0629407986998558,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.91310000000001,146.29649999999998,0.8080000281333923
DE,-0.17589999735355377,-0.18700000643730164,0.06740059703588486,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8830999999999998,58.891099999999994,0.8080000281333923
VA,-0.1931000053882599,-0.5,-0.10201119631528854,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.5342,0.8080000281333923
AR,-0.07519999891519547,0.009700000286102295,0.01502230018377304,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.1164,178.6307,0.8080000281333923
CA,0.195700004696846,0.19429999589920044,0.17308729887008667,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6539,1.7978999999999998,0.8080000281333923
TN,-0.5,-0.5,-0.10228219628334045,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.2829,0.8080000281333923
MN,0.20800000429153442,0.25220000743865967,0.19018720090389252,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7849,5.3641,0.8080000281333923
NE,-0.15710000693798065,-0.1793999969959259,-0.09666380286216736,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.5347,85.8465,0.8080000281333923
TN,-0.0957999974489212,-0.1655000001192093,-0.035462699830532074,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.7105,135.5924,0.8080000281333923
TX,0.5,0.5,-0.01908719912171364,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.2268,0,0.8080000281333923
FL,-0.2475000023841858,-0.5,-0.13087010383605957,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.412200000000002,0.8080000281333923
NY,-0.06809999793767929,-0.17900000512599945,-0.03018680028617382,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2122,80.7676,0.8080000281333923
MO,-0.13670000433921814,-0.10740000009536743,-0.05845009908080101,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.2876,120.22349999999999,0.8080000281333923
NY,0.3779999911785126,0.39570000767707825,0.3615114986896515,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2579,1.1078,0.8080000281333923
TX,-0.1307000070810318,-0.13519999384880066,-0.09446919709444046,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.328,67.18379999999999,0.8080000281333923
FL,-0.5,-0.07020000368356705,-0.06383009999990463,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,65.0578,104.7257,0.8080000281333923
MA,0.5,0.2985999882221222,0.1694256067276001,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7856,1.9796,0.8080000281333923
MI,0.09759999811649323,0.09120000153779984,-0.053362999111413956,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1337,69.1468,0.8080000281333923
FL,-0.5,-0.5,-0.10657539963722229,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.3747,0.8080000281333923
NY,-0.28999999165534973,-0.26409998536109924,7.545999833382666e-4,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.064299999999996,0.8080000281333923
TX,-0.33649998903274536,-0.5,-0.3031286895275116,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.647000000000006,0.8080000281333923
OH,0.11550000309944153,0.16859999299049377,-0.018856700509786606,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9866,2.8276,0.8080000281333923
TN,0.04650000110268593,0.1347000002861023,-0.044960200786590576,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.58109999999999,17.4937,0.8080000281333923
NY,-0.07320000231266022,-0.19300000369548798,-0.05590970069169998,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1441,83.22540000000001,0.8080000281333923
OH,-0.20749999582767487,-0.2305999994277954,-0.15191799402236938,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1295,100.7384,0.8080000281333923
CT,0.22280000150203705,0.2232999950647354,0.1402370035648346,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0778,7.3864,0.8080000281333923
TN,0.5,0.22269999980926514,-0.0016877000452950597,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8803,0.3658,0.8080000281333923
NC,-0.2012999951839447,-0.19529999792575836,-0.12369249761104584,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1375,98.7645,0.8080000281333923
IN,-0.1331000030040741,-0.13760000467300415,-0.1478399932384491,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0685,28.8827,0.8080000281333923
CT,-0.09489999711513519,-0.15559999644756317,0.05672239884734154,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1642,116.36099999999999,0.8080000281333923
MS,-0.1868000030517578,-0.2094999998807907,-0.11234010010957718,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128.35150000000002,0.8080000281333923
IL,-0.18649999797344208,-0.10989999771118164,-0.07055199891328812,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1881,97.0024,0.8080000281333923
TX,-0.5,-0.2361000031232834,-0.1978186070919037,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6702,89.2324,0.8080000281333923
CA,0.2071000039577484,0.23160000145435333,0.15860289335250854,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.21459999999999,0,0.8080000281333923
NY,0.24220000207424164,0.24400000274181366,0.10659640282392502,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.403,1.2402,0.8080000281333923
IA,-0.0723000019788742,-0.1315000057220459,0.054625000804662704,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8536,37.5143,0.8080000281333923
TX,0.04190000146627426,0.12460000067949295,-0.21469029784202576,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.12010000000001,8.988800000000001,0.8080000281333923
MD,0.15369999408721924,0.15119999647140503,0.07008189707994461,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8702,6.4208,0.8080000281333923
NY,0.27390000224113464,0.26510000228881836,0.2576153874397278,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0222,3.6948999999999996,0.8080000281333923
GA,-0.5,-0.19140000641345978,-0.07606659829616547,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0119,65.21860000000001,0.8080000281333923
WA,0.18369999527931213,0.1754000037908554,0.03984750062227249,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6375,11.7547,0.8080000281333923
TX,0.5,0.2754000127315521,0.22972719371318817,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9631,2.0271999999999997,0.8080000281333923
MI,0.09390000253915787,0.16830000281333923,0.10233879834413528,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8014,1.1926,0.8080000281333923
MN,0.09950000047683716,-3.000000142492354e-4,-0.07167919725179672,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8795,90.06,0.8080000281333923
NY,0.03020000085234642,0.1088000014424324,0.11054909974336624,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192.3299,26.906200000000002,0.8080000281333923
MO,0.07050000131130219,0.09319999814033508,0.023048600181937218,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.0964,231.9819,0.8080000281333923
GA,0.11069999635219574,0.10719999670982361,0.20383620262145996,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.027,31.5512,0.8080000281333923
NH,-0.04280000180006027,-0.08030000329017639,0.004042900167405605,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2115,81.2727,0.8080000281333923
IN,-0.31119999289512634,-0.22679999470710754,-0.20311519503593445,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9122999999999999,62.2401,0.8080000281333923
MI,-0.5,-0.20010000467300415,-0.04184829816222191,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6099,102.63610000000001,0.8080000281333923
PA,0.1687999963760376,0.16419999301433563,0.013767600059509277,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.125799999999998,1.8760000000000001,0.8080000281333923
NC,-0.012799999676644802,-0.05570000037550926,-0.06347169727087021,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.6577,194.25920000000002,0.8080000281333923
NY,0.5,0.5,0.3906156122684479,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.3591,0,0.8080000281333923
OH,0.1818999946117401,0.18729999661445618,0.10604789853096008,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5165,17.306800000000003,0.8080000281333923
PA,-0.04989999905228615,-0.032499998807907104,0.011555899865925312,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.4388,102.57950000000001,0.8080000281333923
FL,0.5,0.5,0.34835681319236755,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.838900000000002,0,0.8080000281333923
MN,-0.2538999915122986,-0.19380000233650208,-0.023685600608587265,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2824,74.7976,0.8080000281333923
OK,-0.1817999929189682,-0.21580000221729279,-0.19226540625095367,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2801,52.06079999999999,0.8080000281333923
NM,-0.07930000126361847,-0.08110000193119049,-0.05746759846806526,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.295499999999997,69.9299,0.8080000281333923
MI,-0.15459999442100525,-0.07930000126361847,0.0018402000423520803,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.794800000000002,110.49090000000001,0.8080000281333923
OR,0.21060000360012054,0.1899999976158142,-0.02893120050430298,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.281400000000005,3.6969000000000003,0.8080000281333923
FL,-0.5,-0.13210000097751617,-0.01164219994097948,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0088,20.6125,0.8080000281333923
NJ,0.3278999924659729,0.30889999866485596,0.239900603890419,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.30180000000001,1.9822,0.8080000281333923
MI,0.03629999980330467,0.1598999947309494,-0.001581900054588914,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.2101,2.1123000000000003,0.8080000281333923
MI,-0.19789999723434448,-0.15960000455379486,-0.10853999853134155,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1642,17.5328,0.8080000281333923
NY,0.17800000309944153,0.1680999994277954,0.05801619961857796,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.7851,0,0.8080000281333923
MA,0.20059999823570251,0.24300000071525574,0.08975979685783386,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.1526,0.1146,0.8080000281333923
NY,0.4122999906539917,0.4302000105381012,0.423584908246994,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9071,2.269,0.8080000281333923
NY,0.08320000022649765,0.11259999871253967,0.048761799931526184,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7016,2.1595,0.8080000281333923
CO,0.012500000186264515,0.08749999850988388,0.033419299870729446,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.0529,51.3495,0.8080000281333923
NY,-0.10040000081062317,-0.08969999849796295,0.09848929941654205,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1215,117.7222,0.8080000281333923
GA,-0.5,-0.13510000705718994,-0.0774746984243393,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1447,69.7766,0.8080000281333923
CA,-0.06650000065565109,-0.11209999769926071,-0.018876800313591957,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1937,51.4991,0.8080000281333923
NY,0.1639000028371811,0.12610000371932983,0.027903199195861816,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5829,17.6395,0.8080000281333923
IL,0.10360000282526016,0.5,0.06283319741487503,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.3057,0,0.8080000281333923
CA,-0.04430000111460686,-0.005100000184029341,0.10840030014514923,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.84270000000001,58.044500000000006,0.8080000281333923
MN,0.21379999816417694,0.22450000047683716,0.028780000284314156,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.29310000000001,1.7475999999999998,0.8080000281333923
MI,0.07150000333786011,0.1298999935388565,0.03591639921069145,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.704,10.7366,0.8080000281333923
AL,-0.08100000023841858,-0.5,-0.07853549718856812,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,66.1439,0.8080000281333923
CA,-0.011599999852478504,0.017999999225139618,0.05909410119056702,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.6497,184.6574,0.8080000281333923
NE,-0.2387000024318695,-0.1808999925851822,-0.12098199874162674,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7256,38.0036,0.8080000281333923
NH,-0.16850000619888306,-0.039799999445676804,-0.01701509952545166,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105.5513,57.8633,0.8080000281333923
CA,0.16410000622272491,0.2353000044822693,0.14365039765834808,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2932,3.1107,0.8080000281333923
CA,-0.14830000698566437,-0.1657000035047531,-0.04961010068655014,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4805,32.7284,0.8080000281333923
OK,-0.11509999632835388,-0.1753000020980835,-0.12008310109376907,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7455,182.76489999999998,0.8080000281333923
MI,0.07020000368356705,0.16680000722408295,0.05417710170149803,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.88309999999998,3.6158,0.8080000281333923
WV,0.5,0.5,0.01870889961719513,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.416399999999996,0,0.8080000281333923
OH,0.3610999882221222,0.38359999656677246,0.344919890165329,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24.5018,0,0.8080000281333923
CA,-0.12890000641345978,-0.10270000249147415,-0.015911100432276726,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298,45.673,0.8080000281333923
MS,0.3025999963283539,0.31279999017715454,-0.16948869824409485,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.775,0,0.8080000281333923
CO,-0.23690000176429749,-0.5,-0.16664589941501617,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.7282,0.8080000281333923
IL,0.2248000055551529,0.2558000087738037,0.07255739718675613,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6197,1.8073000000000001,0.8080000281333923
MT,-0.04439999908208847,-0.02669999934732914,-0.13656359910964966,2000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,193.2099,213.2364,0.8080000281333923
PA,-0.16009999811649323,-0.10499999672174454,0.019846100360155106,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.026900000000001,88.9821,0.8080000281333923
OH,0.12720000743865967,0.1762000024318695,0.06194290146231651,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.502599999999994,3.4101999999999997,0.8080000281333923
MO,0.22310000658035278,0.18150000274181366,-0.09616050124168396,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1256,62.4593,0.8080000281333923
HI,0.2409999966621399,0.13130000233650208,0.10881590098142624,2000,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,33.742000000000004,19.538999999999998,0.8080000281333923
NY,0.16269999742507935,0.19269999861717224,0.14099639654159546,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.6913,0,0.8080000281333923
MI,0.22450000047683716,0.2563999891281128,0.03840789943933487,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2688,1.8089,0.8080000281333923
AZ,0.20759999752044678,0.21809999644756317,0.14503329992294312,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.964800000000004,8.5066,0.8080000281333923
MI,0.09769999980926514,-1.9999999494757503e-4,0.016330799087882042,2000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,214.7131,219.55,0.8080000281333923
TX,0.0940999984741211,0.0625,-0.13980859518051147,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162.8926,24.7969,0.8080000281333923
AZ,-0.03310000151395798,-0.13009999692440033,-0.012925299815833569,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.309799999999996,153.6705,0.8080000281333923
OR,0.07530000060796738,0.06849999725818634,-0.01314380019903183,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.2764,19.7061,0.8080000281333923
NE,-0.5,-0.33899998664855957,-0.24100260436534882,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2856999999999998,48.4797,0.8080000281333923
OH,-0.1720999926328659,-0.04670000076293945,-0.026287399232387543,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134.0688,234.98719999999997,0.8080000281333923
CA,0.2655999958515167,0.29750001430511475,0.26379409432411194,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.976600000000005,0,0.8080000281333923
PA,-0.5,-0.5,-0.10635209828615189,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41.379000000000005,0.8080000281333923
CA,0.08959999680519104,0.13230000436306,0.06110849976539612,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164.01749999999998,29.606,0.8080000281333923
UT,-0.1898999959230423,-0.21709999442100525,-0.2638672888278961,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5137,33.8572,0.8080000281333923
TX,-0.5,-0.5,-0.27568089962005615,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37.0246,0.8080000281333923
GA,-0.5,-0.25209999084472656,-0.21088750660419464,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9884,42.9979,0.8080000281333923
SD,-0.2508000135421753,-0.24690000712871552,-0.11614710092544556,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.9538,95.3757,0.8080000281333923
AK,-0.14390000700950623,-0.30790001153945923,-0.1793694943189621,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046200000000000005,103.01679999999999,0.8080000281333923
CO,-0.0934000015258789,-0.5,-0.1020025983452797,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24.8736,0.8080000281333923
NC,-0.07270000129938126,-0.06650000065565109,-0.10078419744968414,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0634,188.0039,0.8080000281333923
MD,0.2761000096797943,0.25870001316070557,0.1508760005235672,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.4687,0,0.8080000281333923
PA,-0.5,-0.2152000069618225,-0.11944440007209778,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3301,20.6666,0.8080000281333923
TX,0.08470000326633453,0.1143999993801117,-0.2215023934841156,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9496,13.6484,0.8080000281333923
OH,0.3118000030517578,0.27320000529289246,0.06719720363616943,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8688,8.6815,0.8080000281333923
OH,-0.10270000249147415,-0.15780000388622284,-0.03198409825563431,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6429,88.7896,0.8080000281333923
NJ,0.26420000195503235,0.28270000219345093,0.16082540154457092,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.422399999999996,0.7162,0.8080000281333923
NC,0.12729999423027039,0.1662999987602234,0.07712659984827042,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3756,0.629,0.8080000281333923
WI,0.029200000688433647,0.014000000432133675,0.11428289860486984,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0093,64.753,0.8080000281333923
VA,0.16859999299049377,0.15039999783039093,0.07840889692306519,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3058,21.0573,0.8080000281333923
TX,0.2296999990940094,0.5,0.2097657024860382,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.3072,0,0.8080000281333923
OR,-0.13850000500679016,-0.23810000717639923,-0.13318179547786713,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52.382000000000005,0.8080000281333923
FL,-0.5,-0.00139999995008111,0.10524830222129822,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.83270000000002,308.6708,0.8080000281333923
NV,0.01889999955892563,0.03909999877214432,0.06280039995908737,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206.28029999999998,138.60809999999998,0.8080000281333923
CA,-0.14059999585151672,-0.0706000030040741,0.006603199988603592,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6953,102.2565,0.8080000281333923
AZ,-0.17260000109672546,-0.1768999993801117,-0.08316580206155777,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7232999999999999,37.742599999999996,0.8080000281333923
MA,0.20649999380111694,0.5,0.18266649544239044,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.463,0,0.8080000281333923
MI,0.18209999799728394,0.227400004863739,0.05042459815740585,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.87870000000001,0,0.8080000281333923
WA,-0.09730000048875809,-0.13590000569820404,0.012073400430381298,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7825,173.1507,0.8080000281333923
KY,-0.05180000141263008,-0.07970000058412552,-0.0871909037232399,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6066,149.53050000000002,0.8080000281333923
MA,0.3758000135421753,0.5,0.30681559443473816,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44.399,0,0.8080000281333923
WA,-0.051899999380111694,0.021299999207258224,0.010490000247955322,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,157.9101,109.2585,0.8080000281333923
NJ,-0.1956000030040741,-0.19689999520778656,-0.052296701818704605,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9160999999999999,55.7937,0.8080000281333923
